Date,Username,Text
"Feb 20, 2024 · 3:27 AM UTC",@smekdoncat,"Kata gue sih sebelum presiden yang baru dilantik dan jajaran menteri baru secara resmi diumumkan, jangan terlalu percaya sama tweet yang ga jelas sumbernya dari mama. Gue selalu percaya Prabowo Gibran bisa memilih menteri yang jauh lebih questionable dari yang kita bayangkan."
"Feb 22, 2024 · 3:01 AM UTC",@opposite6892,Hercules Bulldog Prabowo
"Feb 22, 2024 · 3:20 AM UTC",@pandaludchu,"Dulu pendukung pa prabowo #2019gantipresident, sekarang dibantu sama pendukung jokowi buat mewujudkan cita2, eh malah ganti dukung anis🤣🤣🤣🤣🤣"
"Feb 20, 2024 · 12:06 AM UTC",@TheEconomist,"On TikTok Prabowo Subianto is a cute grandpa who loves his cat, Bobby, and dances badly.  But the man who seems likely to lead the world’s third-biggest democracy is dancing around a troubling past—which few young Indonesians either know or care about https://econ.st/3uAVyjJ 👇"
"Feb 20, 2024 · 1:34 PM UTC",@O7SUK,teume pas nonton reboot concert pake outfit biru muda takut dikira timses prabowo lagi kampanye akbar jilid 2
"Feb 21, 2024 · 8:27 PM UTC",@StefanAntonio__,". . Mau jadi pejabat publik tapi kuping tipis Bro ?? Waktu didukung dulu ga reaktif gini ??! 😂😂😂  Dilindungi dan dibantu Prabowo ?? 😂😂😂  Harap perlindungan itu dari Yang Kuasa Bro BUKAN DARI PENGUASA  Harap dibandu Prabowo ??! dari 2014 dukung Jokowi aja ga pernah harap bantuan dia apalagi harap dibantu Prabowo 😂😂😂 . . Gini Bro .. Lu Lu pada kan katanya udah menang Pilpres .. Pastiin aja YANG LU MENANGIN, KERJA BUAT RAKYAT Itu Utang Pribadi Lu buat Rakyat, Bangsa dan Negara Lu . ."
"Feb 22, 2024 · 3:19 AM UTC",@DedynurPalakka,"Yang aneh justru argumen anda, karena memang statusnya cuman mengarang bebas saja, memangnya anda ada pada saat Jokowi dan Bu Mega omon-omon soal 3 Periode?   💯✌🤭😂"
"Feb 22, 2024 · 12:25 AM UTC",@korantempo,"Jatah Menteri Penggenap Koalisi  Masuknya Agus Yudhoyono ke kabinet Jokowi merupakan politik balas budi atas dukungan Demokrat dalam pemilihan presiden. Batu loncatan untuk posisi berikutnya di pemerintahan Prabowo.  Simak edisi terbaru Koran Tempo, hanya di koran.tempo.co #korantempodigital #KoranTempo"
"Feb 22, 2024 · 3:19 AM UTC",@rasya_erlangga1,Hello do you think my democracy is done. Don't support the dark democracy. I know u have the same action. But Indonesia still wait a going real count. Don't says do this.. Denied the dirty vote.
"Feb 22, 2024 · 3:19 AM UTC",@ridwan2474,Kapan prabowo ke papua buat nostalgia.
"Feb 21, 2024 · 1:52 PM UTC",@H4T14K4LN4L42,"Mantap abis Teri serangan fajar bansos @jokowi @prabowo CS dengan jumlah 560,36 T dari ahir 2022 - feb 2023 .  Wajar mulanginnya sembako dinaikan...!  Mbok Jagan kecewa, karena kecurangan terbongkar amplop bansos ditarik kembali dalam bentuk naik sembako. 🤭🤭"
"Feb 22, 2024 · 3:19 AM UTC",@Watz1845,"Ada yg mulai main BOM 😱 ditempat prabowo menang... jadi menakutkan DEMOKRASI yang seharusnya Kebebasan Rakyat untuk Memilih dalam menentukan Calon Pemimpin nya.  Inilah jika MAKSA harus Menang.  Otoriter mengatasnamakan Demokrasi, padahal jelas Anti Demokrasi"
"Feb 22, 2024 · 3:19 AM UTC",@kangIwansarbini,Yang kita tunggu rakyat dari Prabowo gibran maunya lima tahun kedepan  sandang pangan papan murah rakyat tenang aman tdkada kerusuhan
"Feb 21, 2024 · 5:11 AM UTC",@detikcom,"Prabowo-Gibran menang di Madura. Ada sosok yang berperan besar memenangkan Prabowo-Gibran di Pulau Garam, siapa dia?  via @detikjatim_ https://www.detik.com/jatim/berita/d-7201430/ada-peran-besar-sosok-ini-di-balik-moncernya-suara-prabowo-di-madura?utm_campaign=detikcomsocmed&utm_medium=oa&utm_source=twitter&utm_content=detikjatim"
"Feb 22, 2024 · 3:19 AM UTC",@KimK93631,lg msal.ya 2ptrana emg yg bklan prabowo tuh ganjar wkwk yg pling akhir s hrs y diem aja . prcma ribet jga g bklan msuk 2ptran wkwk ngarepp ae
"Feb 21, 2024 · 10:25 AM UTC",@habiburokhman,Konpers TKN Prabowo Gibran soal Dugaan Kekerasan Pemilu 2024 di Tapanuli Tengah.   #HabiburokhmanDPRRI #Gerindra
"Feb 22, 2024 · 3:18 AM UTC",@BuchroniK,"Yang tidak mendukung Ditekan habis-habisan..diancam.. (Mahpud MD) Yang Punya Visi Misi IKN dilanjutkan hanya Prabowo, punya tanah dan bisnis air. ( Uni& Bambang). Kalau kalah masuk penjara ( Projo/Menkominfo). Dan Anies akan miskinkan koruptor"
"Feb 22, 2024 · 3:18 AM UTC",@Alfanmasfit,"saya baru di kasih pdfnya prabowo, mau ?"
"Feb 21, 2024 · 12:38 PM UTC",@noelbesars,Apakah pak @prabowo rela menjd pemenang dari hasil kecurangan?  Simak yuk agar gak gagal paham 😁🤭
"Feb 22, 2024 · 3:18 AM UTC",@PaskRoony,Klo kerja kerja saja jgn salahkan orang klo konsentrasi terganggu fokis kerja
"Feb 22, 2024 · 3:18 AM UTC",@bosedii,"Elite pesta bagi2 Jabatan, Rakyat Antri beras.. BANGSaT Pemerintah"
"Feb 22, 2024 · 3:18 AM UTC",@yordanagil_me,Lika-liku PEMILU 2024  Yang milih Rakyat Yang menang Prabowo-Gibran Yang disalahkan KPU Yang didemo JOKOWI Yang dipolisikan Kapolri  Sekarang tambah koleksi lagi... Yang dianiaya Saksi 02
"Feb 22, 2024 · 3:18 AM UTC",@bistro1996,Dia belum tau 2017-2019 gimana Prabowo
"Feb 22, 2024 · 3:18 AM UTC",@marpaung913,"Jika yang berkuasa itu Prabowo tentu pimpinan koalisi adalah dia. Apalagi yang kau bicarakan .....! Itu pasal 34 ayat 3 UUD 45 ? Semua damai di negeri ini ....., tidak ada yang kelaparan."
"Feb 22, 2024 · 2:10 AM UTC",@hipohan,"Jadi penasaran, kira2 di gedung Komnas HAM nantinya bakal dipajang foto Pres Prabowo gak ?   Sebaliknya kira2 di gedung MK nantinya bakal dipajang foto Wapres Gibran gak ?   Maaf, cuma nanya, mohon saya jangan diculik 😴"
"Feb 20, 2024 · 1:57 PM UTC",@3rwin__34,"Begini May Teddy status kamu ajudan prabowo,sedangkan DR. Gunawan Rusuldi,beliau lebih tinggi status dan job nya dari kamu ted..  Beliau ini pangkat nya Kolonel, disitu beliau posisi nya sebaris dengan Presiden bukan Capres..ajudan #songong ."
"Feb 22, 2024 · 3:18 AM UTC",@hadarbontang,Alhamdulillah dua putaran
"Feb 22, 2024 · 2:54 AM UTC",@Ndons_Back,"Tidak hanya memodernisasi alutsista dan meningkatkan sumber daya manusia bidang pertahanan, Menteri Pertahanan Prabowo Subianto @prabowo juga memperhatikan fasilitas kesehatan, dengan membangun 26 rumah sakit Kemhan/TNI di seluruh Indonesia, yang dapat dimanfaatkan oleh masyarakat Program Kemhan dalam bidang kesehatan ini, secara keseluruhan bertujuan meningkatkan kemampuan pelayanan 25 rumah sakit Kemhan/TNI, serta peningkatan kapabilitas RSPAD dengan pembangunan Proton Beam untuk penanganan cancer, yang menjadi salah satu pelayanan kesehatan terbaik di kawasan Asia Tenggara. @puspentni | @tni_angkatan_darat | @tni_angkatan_laut | @tweetmiliter"
"Feb 22, 2024 · 3:17 AM UTC",@Chavesz08,Klo di muslim emang rasa persaudaraan tinggi Hal yg biasa menyebut “brother/sister”
"Feb 22, 2024 · 3:17 AM UTC",@diktaber,"Dan tindakan anarkis kembali terjadi di Tapanuli Tengah Sumatera Utara, saksi tim Prabowo-Gibran dipukuli pendukung Anies-Muhaimin dan pertanyaannya mau sampai kapan? Disaat teriakan Kecurangan menggema maka disitulah terdapat nyawa nyawa yang terancam"
"Feb 22, 2024 · 3:17 AM UTC",@sweetpeony15,"Dia begini pasti ada perintah dari atasan, yaitu prabowo😜. Model pemimpin yang eksklusif, berjarak dengan rakyat. Silahakan diicip."
"Feb 22, 2024 · 3:17 AM UTC",@GaspolGp2024,"Mas, apakah siap dengan para mafia tanah yg hanya 8 bln ini?"
"Feb 22, 2024 · 3:17 AM UTC",@killedinside27,Semua berawal dari seseorang yg masuk gorong gorong
"Feb 22, 2024 · 3:17 AM UTC",@PanduHartono1,Munafiqun zindiq dzolim wal bathil ...model gerombolan 02 lagi teriak maling teriak maling...wkkw
"Feb 22, 2024 · 3:17 AM UTC",@ANTARABengkulu,AHY sebut Prabowo mendorong dirinya berperan di pemerintahan ke depan.https://bengkulu.antaranews.com/berita/333792/ahy-sebut-prabowo-mendorong-dirinya-berperan-di-pemerintahan-ke-depan
"Feb 22, 2024 · 3:17 AM UTC",@speachace,Justru prabowo yg gak beretika dikasih nilai dikit diem aja tapi pas rapat internal nyindik nyindir terus ndasmu etik 😂 sampe lupa wakilnya ngelanggar etik juga😂 Debat udah berlalu eh masih dibahas terus di depan pendukunnya sorry ye sorry ye😂 Kenapa gak balas aja pas debat😂
"Feb 21, 2024 · 6:07 AM UTC",@JudahLion88,"57 % Rakyat memilih Prabowo, dan kamu bilang mereka memilih pemimpin yang buruk ?  Kau waras Eep ? 🤣 ."
"Feb 22, 2024 · 3:17 AM UTC",@arif_sam07,Ujaran kebencian itu ada pasalnya bu. Biar ibu gag ngetweet hal” negatif. Aku tag aja orang” yang ibu maksud semoga diusut yah @Gerindra @prabowo @gibran_tweet @jokowi @psi_id
"Feb 22, 2024 · 3:17 AM UTC",@inspirasilogika,"Itukan kan memang tugas dia wahai paranetizen mau pangkat dia tinggi atau rendah yah itu resiko dlm pengamanan pejabat. Orang dia tugasnya memang gitu, ga pandang bulu itu namanya profesional"
"Feb 22, 2024 · 3:17 AM UTC",@JHPrabowo,😌😌😌😌
"Feb 22, 2024 · 1:57 AM UTC",@MasEsnan,"Mas Joko, nikah itu gak usah nunggu punya 2T  2024 - 571 = 1.453 1.453 x 365 = 530.345 hari Rp. 3,5 Jt x 530.345 = Rp. 1,8 Trilyun Kekayaan Pak Prabowo 2T  Ya Allah, mampukan kami istiqamah 2 raka'at  sunnah Fajr 🤲"
"Feb 22, 2024 · 3:16 AM UTC",@posaktualcom,"Soal Pihak yang Enggan Diajak Gabung ke Kubu Prabowo, TKN: Yaudah Sana di Luar  kontenislam.com/2024/02/soal… kontenislam.com/2024/02/soal…"
"Feb 22, 2024 · 3:16 AM UTC",@marveel46,"Mikir aja dengan ada PT 20% akan memaksa mereka untuk berkoalisi, bayangin kalau partai besar itu berkoalisi mereka udah pasti mengantongi suara mayoritas di parlemen, dan rezim Prabowo akan menjadi pemerintahan yang absolute seperti rezim Jokowi."
"Feb 22, 2024 · 3:16 AM UTC",@Maudy_Apain,Mau hak angket.. Mau interpelasi atau mau ngapain aja kan tdk dilarang UU..Kalo dah ngerasa menang napa sewot dah  Prabowo aja dulu kalah jg protes sampe mau bawa bukti sekontainer dan demo di bawaslu sampe bnyk korban jiwa kok
"Feb 20, 2024 · 11:41 PM UTC",@aik_arif,"Kolom saya hari ini, memotret kemenangan Prabowo-Gibran dari perspektif kemenangan sosial media atas jurnalisme, juga menandai kemunduran demokrasi yg bs dibajak sosok otokratis utk berkuasa."
"Feb 22, 2024 · 3:16 AM UTC",@aldofetthr,"Lu yg otaknya kemana wkwkw, ditanyain bukti yg nyulik nya mana, malah ngasih aksi kamisan. Dikira dengan adanya kamisan prabowo langsung jadi pelaku gitu? Laskar trisakti aja Di kubu wowo sekarang. Kalo Lu kuliah fokus belajar menangin otak kecil lo."
"Feb 22, 2024 · 3:16 AM UTC",@hendarsungkara,"Aku Bilang mirip bukan M416, mirip bisa 10℅/90℅. Tergantung orang yang lihat"
"Feb 22, 2024 · 12:32 AM UTC",@Petruk_Penipu,Baby sitter di Singapur aja banyak bacot 😋
"Feb 22, 2024 · 3:16 AM UTC",@FerdiBigg,Calon Mentri Agama Kabinet Prabowo klo Menjadi President😀🤭
"Feb 21, 2024 · 2:11 PM UTC",@embah72,"Banyak diceritakan orang² Kemhan dan Pati Pamen TNI ttg sosok Tedy itu mmg benar sering membuat mrk geram. Mrk merasa di kangkangi junior, geram namun mrk tahan. Fakta itu bisa kita lihat jelas saat jd pengawal Jkw dan skrg prabowo. Bisa banyangkan kalau sdh tdk lg jd ajudan ga ?"
"Feb 22, 2024 · 3:16 AM UTC",@jakfar87,Sudah mengakui kemenangan Prabowo Gibran ya ?
"Feb 21, 2024 · 2:11 PM UTC",@feedemady,"Udah paling bener minum Vegeta herbal biar BAB lancar, malah milih dicoblos acar timun"
"Feb 22, 2024 · 3:15 AM UTC",@milkuenyar,"Gelar Dr,  tapi baca judul doang. Psu ulang di 38 provinsi dengan jumlah tps yg psu dibawah 1500. Kalau tiap tps 300 dpt,  dikali 1500 hasilnya 450k dpt. Itu pendukung prabowo tetep kerja dan nyangkul saja gak nyoblos tetep gak sampai 1% suara."
"Feb 22, 2024 · 3:15 AM UTC",@IdSinpo,"Hasil Real Count Pilpres 2024 KPU hingga Kamis, (22/2/2024) pukul 10.00 WIB menunjukan pasangan calon Prabowo Subianto-Gibran Rakabuming Raka masih unggul dalam perolehan suara dari Anies Baswedan-Muhaimin Iskandar dan Ganjar Pranowo-Mahfud MD. #kpu #pilpres2024 #pemilu2024"
"Feb 22, 2024 · 3:15 AM UTC",@riski_890,"Setuju🖕, semoga semua munafikun lenyap dr bumi Indonesia udah nggak sanggup liat gw pengen adu sparing  gw patahin lehernya"
"Feb 22, 2024 · 3:15 AM UTC",@Sri_nuryantiK,Aceh cerdas g milih prabowo. Masih trauma dom
"Feb 22, 2024 · 3:15 AM UTC",@HasaniHasanudin,"Ada kabar intruksi dari anak buah prabowo, subianto, mau pisah diri katax dari IMF, Indonesia maju, anis cak imin, prabowo gibran, ganjar, mahpud MD udah kembali ke indonesia maju, TNI, polri KPK, dan pakar hukum, pilih HMM Indonesia maju atau perubahan,TNI polri, KPK,pilih😅😂🤣"
"Feb 22, 2024 · 3:15 AM UTC",@anoraph3,Oiii teletabis Lo liat Prabowo baiknya opo Yo??
"Feb 22, 2024 · 3:15 AM UTC",@HutahaeanAzhar,Prabowo gak takut ditanyakan tentang enam syuhada FPI yg dihianati olehnya ?
"Feb 22, 2024 · 3:15 AM UTC",@estiyunho_,Dia kayaknya lagi deket sama salah satu ajudannya prabowo yaa  Kok mau ya 🤔
"Feb 22, 2024 · 3:15 AM UTC",@densatjo,"98. Jahat² mahasiswa demonstrannya. Selaen ngerakit bom, juga aksi² bengis kek gini. Mirip israel. Yg disalahin prabowo tiap 5 taun"
"Feb 22, 2024 · 3:15 AM UTC",@Rydi64106934,Sebentar juga adu nyali mana yg bisa ambil alih.....Prabowo yg betul2 berkuasa atau Gibran yg dilindungi dari sisa kekuasaan !
"Feb 21, 2024 · 8:39 PM UTC",@drReUtari08,"Ayo Anak Abah juga boleh Datang yaa Doa untuk Negri dan juga Ganjarist silahkan datang , Kita Satukan hati dengan kedamaian yaa , insyaAllah kemakmuran Indonesia di bawah President @prabowo  Dan @gibran_tweet u Indonesia 🇮🇩 #temanprabowosubianto🇨🇭"
"Feb 22, 2024 · 3:14 AM UTC",@IbrahimGatot1,Terus 60 ℅ Rakyat Indonesia pemilih prabowo gibran diam saja gitu weeeh entar dulu tanduk elo bisa patah 😁
"Feb 22, 2024 · 3:14 AM UTC",@AwingDamin34525,"Halo  pak  Prabowo merangkul bukan cari musuh negara Indonesia harus bebas dari radikalisme,kalo mau berperang pergi di Yaman sana katanya Paslon 01 menang di sana"
"Feb 21, 2024 · 10:56 PM UTC",@Peroniinay,Revitalisasi Pemilu: Sistem Informasi Rekapitulasi Elektronik (Sirekap) Mempercepat dan Meningkatkan Akurasi Proses Rekapitulasi Suara. #PemiluJujur #PemiluIndonesia
"Feb 22, 2024 · 3:14 AM UTC",@rizkira_fauzia,Tanggung Jawab pak 👉👉 @KPU_ID @prabowo
"Feb 22, 2024 · 3:08 AM UTC",@jr205newlivery,"Mereka boleh nuding orang ableist, tapi mereka bisa jadi ableist selama yang dihina lawan politik  Itu yg ngedoain prabowo setruk kan sirkel mrk, ya ableist lah anjing"
"Feb 16, 2024 · 6:16 AM UTC",@restyworo,"Indonesia, welcome your new kingmaker, Jokowi. Will he be a bane or boon to Prabowo? “Jokowi is doing some high-level gambling"" by trusting that Prabowo will stick to his vow of continuity, but he might have a plan up his sleeve to ensure it's happening. https://www.scmp.com/week-asia/politics/article/3252080/indonesias-kingmaker-joko-widodo-leaves-indelible-mark-nation-prabowo-subianto-win"
"Feb 22, 2024 · 3:14 AM UTC",@pluviophileee01,"Kalo gue jujur udah nyerah, lingkungan gue yg dkung pak prabowo gibran tetap membela, ""beras harganya naik ini ulahny pasti karna ad yg ga suka pak prabowo menang presiden"", gue udh bener² bingung mau respon gmn"
"Feb 22, 2024 · 3:14 AM UTC",@AndipanjaitanP,Gara2 argumen kau yg aneh2 jd berkurang konsentrasi ke pekerjaan saya. Kau makan mi gomak dulu sana gih
"Feb 22, 2024 · 3:14 AM UTC",@dwiipratamaa,"Pernah mba, Yang gaada etika itu justru kamu sendiri, Paslon Lo ngasih nilai ke Prabowo, Sekarang masyarakat yang nilai ETIKA Paslon Lo, Dasar miskin pengetahuan Fanatisme membunuh kepintaran otak Lo mba..  GWS, Lo tuh pinter, udah kedoktrin ETIKA  jadi apa apa harus etika no 1"
"Feb 22, 2024 · 3:14 AM UTC",@brokevariant,😭😭😭
"Feb 17, 2024 · 11:55 AM UTC",@EdwardAspinall,Read this truly excellent analysis of the Indonesian presidential election by @sdjaffrey and @evewarburton  - “Explaining the Prabowo landslide”  https://www.newmandala.org/explaining-the-prabowo-landslide/
"Feb 22, 2024 · 3:13 AM UTC",@ElectoPanorama,"🇮🇩 #Indonesia  🗳️ Elección presidencial #Pilpres2024  📊 #RealCountKPU al 74,4%  🟦 #Prabowo y #Gibran: ☑️ 63.480.726 votos (58,9%)✅ ⬜️ #Anies y #Muhaimin: ☑️ 25.974.742 votos (24,1%) 🟥 #Ganjar y #Mahfud: ☑️ 18.355.601 votos (17,0%)  #PemiluSerentak2024 #Pemilu2024 #RealCount"
"Feb 22, 2024 · 3:13 AM UTC",@V2Rifky13340,Mending Prabowo belajar sama SDIT yang sepaket sama catering deh
"Feb 16, 2024 · 10:45 PM UTC",@maxwalden_,How the irrepressible Prabowo strategised his way to the palace https://www.theage.com.au/world/asia/how-the-irrepressible-prabowo-strategised-his-way-to-the-palace-20240216-p5f5jt.html
"Feb 22, 2024 · 3:13 AM UTC",@rpton,"Makanya, kalau ada yg tak beres, lawan sejak awal langsung total. Politikus kita sih, nggak mau frontal mengritik MK dan Gibran dan PRABOWO waktu awal dulu. Harusnya sikat terus dan lawan terus sampai batal. Kalau sudah kalah begini, jadi susah."
"Feb 20, 2024 · 8:14 AM UTC",@Strategi_Bisnis,"Jakarta Raya terdiri dari Jakarta, Bekasi, Tangerang, Bogor x Depok.  70% ekonomi RI ada disini. Bukan IKN.   CEO Wapres. Gubernur ditunjuk x lapor ke Wapres.  Gibran akan amat poweful.   Koalisi Prabowo mungkin akan setuju RUU ini sbg hadiah buat pak Jokowi x Gibran.  Lol."
"Feb 22, 2024 · 1:24 AM UTC",@chandraLaras22,"Uhuuuy...  Tontonan di mulai  Saling curiga Saling tikung menikung Saling mengadali Saling cakar-cakaran Ini baru jilid 1, Jokowi - Gerindra - Demokrat Besok jikid 2, Jokowi, Prabowo  Gelar tiker..... 🤭  @AyamSegar3 @EllyKoro @TaliUdeng @KuasaAngin2"
"Feb 22, 2024 · 3:13 AM UTC",@Iteung_aja,Pantesan Prabowo jadi idola
"Feb 22, 2024 · 3:13 AM UTC",@itosoewandi,"Benar dek, saat kalian kampanye yg dtg sangat banyak! & semua manusia. Tapi saat jurkam tanya: Siapa yg akan dipilih...??? Prabowo...Prabowo...  😂"
"Feb 22, 2024 · 3:12 AM UTC",@Petruk_Penipu,Yg terpojok fakta siapa cong
"Feb 22, 2024 · 3:12 AM UTC",@AlwanRusyii,"Tuh kan kalah sama Gibran-Prabowo, ngenes ga? @riobahtiar  Moeldoko | Hak Angket | MKMK | #UdahNyataHasilTPSnya | Rancaekek | Tornado"
"Feb 22, 2024 · 3:12 AM UTC",@dutagear5,2019 pendukung prabowo aja udah 44% ditambah jokowi gabung.. apa gak naik tu suara.. apa lu pikir semua pendukung jokowi di 2019 yg 56% itu akan berbalik ngedukung 01? Emg anies siapa? Kalian bisa ngedoktrin yg 56% itu?
"Feb 22, 2024 · 3:12 AM UTC",@Trimoselatpanj1,Maaf pak? Tu makan gratis dari duitnya Prabowo atau negara? Kalo negara itu bukan gratis namanya
"Feb 22, 2024 · 3:12 AM UTC",@leotrizana,Wajar aja.. Karena pendukung prabowo bukan hanya gerindra..   Lihat saja.. Partai koalisi nya kan banyak. Bahkan yag partai pdip  pun pilih prabowo.   Jadi pooling prabowo lebih besar dibanding partainya
"Feb 22, 2024 · 3:11 AM UTC",@wrahardian2,"lebih tepatnya membangun kesadaran rakyat unt mencoblos Prabowo-Gibran krn menilai 01 dan 03 curang dg menyebar propaganda dimasa tenang, rakyat logikanya simpel saja : pihak yg menyebar kampanye hitam dimasa tenang pasti pihak yg jahat, krn orang baik tdk akan melakukan itu"
"Feb 22, 2024 · 3:11 AM UTC",@Petruk_Penipu,Privasi apa tong
"Feb 22, 2024 · 2:23 AM UTC",@berfirmanlah,pagi yang cerah untuk menghina program maksi gratis dari prabowo
"Feb 22, 2024 · 3:11 AM UTC",@Arkann507,"Kata prabowo ""ya kalau nyalahin cuaca ngapain ada pemerintahan"""
"Feb 22, 2024 · 3:11 AM UTC",@Bakdaimsak,She forgot what jokowi and prabowo did in 2014. They made a huge segregation between cebong and kampret.
"Feb 22, 2024 · 3:10 AM UTC",@netytarigan,Mayor melihat Prabowo cinta pertama nya kali ..
"Feb 22, 2024 · 3:10 AM UTC",@addin_islah,Beliau inilah nantinya yang membuat prabowo dengan image jauh Dari rakyat
"Feb 16, 2024 · 12:24 AM UTC",@Skyr2023,"Rekomendasi Iphone Murah Di Kantong!  Wajib cek disini🌟 Save Aja Dulu, CO nya Belakangan!  -A thread-  Tag: #zonauang #Fashion #ShopeeID Saksi Prabowo Human Centipede Nasdem Mbappe Nessie Moona Kamisan"
"Feb 22, 2024 · 3:10 AM UTC",@fieldworker19,"No offense ke pak prabowo dan pak ganjar, mereka tetep orang hebat kok. Tapi bener opini mbak nia ini pak anies itu datang dengan menawarkan visi misi perubahan. Jadi bisa dibedakan yaa."
"Feb 22, 2024 · 3:10 AM UTC",@kuningemass,Pencapaian yang luar biasa dari Partai Golkar 💛 #airlanggahartarto #golkarindonesia #prabowo #gibran #jokowi #prabowogibran
"Feb 22, 2024 · 3:10 AM UTC",@lensaRTV,Berikut data dari KPU:  - Anies-Muhaimin: 56.48% - Prabowo-Gibran: 39.47% - Ganjar-Mahfud: 4.05%  #hitungKPU #realcount #pilpres2024 #pemilu2024 #KPU #aniesmuhaimin #prabowogibran #ganjarmahfud #sumatrabarat #sumbar
"Feb 22, 2024 · 3:10 AM UTC",@AndipanjaitanP,"Bkn omon2, dihadapan jokowi sendiri bu mega bilang ""maaf maaf aja, kalo sdh 2 periode ya 2 periode aja"". Aneh2 argumen kau"
"Feb 22, 2024 · 3:10 AM UTC",@Ruwahel,Pinternya si perry ya... Trus prabowo kok gk mundur ya.. padahal kebarat ke timur joget2 gitu .. otak mana otak.! .
"Feb 22, 2024 · 3:10 AM UTC",@Kenikir27,"Kata Presiden Prabowo, ""Sorry yeee....sorry yeee..."". Gimana dong? 😂😂"
"Feb 22, 2024 · 3:09 AM UTC",@ackermonk,Waduh bawa2 keluarga pa prabowo skrg
"Feb 22, 2024 · 3:09 AM UTC",@panjianom102,Dia gak tau tiwul itu dr apa😁😁😁... Pdhl foodestate nanam singkong buat bikin tiwul... jadinya nasi jagung 😁
"Feb 22, 2024 · 3:09 AM UTC",@awawawaw44,"https://nsarchive.gwu.edu/document/16734-document-32-dia-combined-information-report  ...the trial of 11 low-ranking Kopassus officers... ""Human rights activists say the 11 are merely scapegoats for the high-ranking officials who ordered the kidnappings,"" including Lt. Gen. Prabowo."
"Feb 22, 2024 · 3:09 AM UTC",@ujetujet2,Lengserkan secepatnya
"Feb 22, 2024 · 3:09 AM UTC",@WonogiriPD,Kalau diulang menang Prabowo lagi gimana ?? Mau diulang lagi?
"Feb 21, 2024 · 1:00 PM UTC",@akupadi5,Kekuasaan : kunci Prabowo menang pemilu satu putaran !!
"Feb 22, 2024 · 3:09 AM UTC",@DewantoDio,Buktinya kan udah jelas Gibran-Prabowo menang @dhibadhie  Moeldoko | Hak Angket | MKMK | #UdahNyataHasilTPSnya | Rancaekek | Tornado
"Feb 22, 2024 · 3:09 AM UTC",@KurniaPhiaa,Tuh kan Gibran-Prabowo emg lbih pantas menang @AjengTriadi  Moeldoko | Hak Angket | MKMK | #UdahNyataHasilTPSnya | Rancaekek | Tornado
