Date,Username,Text
"Feb 21, 2024 · 5:03 PM UTC",@H4T14K4LN4L42,Viralkan  .....!  Terbongkar kembali kecurangan Tersetruktur Sistimatis dan masif komesioner kpps di tos 013 Samarinda...!  Memenangkan 02 @prabowo
"Feb 22, 2024 · 3:35 AM UTC",@Jemmyp21,"Poinnya buat rakyat seperti saya yang penting benar benar jujur dan adil, kalau ga bener ya harus diungkap ditangkap dan diproses hukum, katanya NKRI negara HUKUM, sampai pejabat manapun kalau salah ya harus dan wajib dihukum ga ada yg bisa menghindar"
"Feb 22, 2024 · 3:35 AM UTC",@maleeqa___,"Laah dulu dia gila2an dukung Prabowo kan? Trus, dia pikir si Wan Angin lebih bagus dr Prabowo? Emang bener2 ni manusia atu otaknya ditaro dimana tau 😞."
"Feb 22, 2024 · 3:35 AM UTC",@Ergum5,"Mungkin imam mahdi lagi mau nego, biar ditarik ke kabinet, kalo gw jd prabowo mah ogah, aplg njer n mpud muka lu jauh"
"Feb 22, 2024 · 3:35 AM UTC",@indpram1310,"Setelah Prabowo ""membelot"" ke Jokowi maka mereka mencari inang yang baru, ketemulah inang idealnya yaitu Anies"
"Feb 5, 2024 · 11:24 AM UTC",@msaid_didu,"Pak @SBYudhoyono, prof @Yusrilihza_Mhd, pak @airlangga_hrt, pak @AgusYudhoyono, pak @ZUL_Hasan, pak @prabowo yth, Gibran diajukan jadi cawapres dg bukti pelanggaran etika di MK dan KPU. Semoga hati nurani Bapak-Bapak masih bisa tersentuh utk selamatkan bangsa dan demokrasi."
"Feb 22, 2024 · 3:35 AM UTC",@Rianhidayat4869,Mau siapapun yg mereka dukung pasti kalah di tiap pemilu capres    kalo pilpres kan menjangkau semua daerah Indonesia dengan berbagai macam agama dan budaya  ya pastilah akan kalah
"Feb 22, 2024 · 3:34 AM UTC",@mbellaangel,"Kita patut bangga melihat bahwa Prabowo-Gibran berkomitmen untuk merangkul seluruh pihak, menghapuskan polarisasi yang mungkin terjadi."
"Feb 20, 2024 · 12:42 PM UTC",@Mc_Gobed,"Maaf pemilihku, kalian kena prank. Yang penting kan aku sudah dapat suaranya plus ditambahin abang KPU juga. Silahkan aja nyari dan beli sendiri ya Sorry yeee....!! . ."
"Feb 22, 2024 · 3:34 AM UTC",@Zaenal84532048,"Senang nya ,akhir nya cita cita hidupnya tercapai juga ,hasil bergabung dgn Prabowo dpt jatah nya juga ,lumayan lah"
"Feb 21, 2024 · 1:07 PM UTC",@prabowogibran2,Keluarga besar Tim Kampanye Nasional (TKN) Prabowo-Gibran mengucapkan selamat atas dilantiknya Mas @AgusYudhoyono sebagai Menteri @atr_bpn
"Feb 21, 2024 · 4:04 PM UTC",@Catatan_ali7,Baru jadi menteri 7 bulan doang pada belagu  ANIES BASWEDAN Pernah jadi Menteri walau hanya 2 Tahun lebih lama dari 7 bulan  ANIES Jadi Gubernur   ANIES Tolak jadi Cawapres Prabowo  TOLAK YA BUKAN DITOLAK  Emang sakit sih Di Tolak 2 X jadi Cawapres kanya norak pendukung nya 😅
"Feb 20, 2024 · 10:56 AM UTC",@ZincPitoy,"maaf rakyat indonesia,,, bnsosnya buat kampanye saja,, jadi di tunggu saja putaran ke dua"
"Feb 21, 2024 · 12:46 AM UTC",@okkymadasari,"Ngopi pagi ini tiba-tiba ada yg nyeletuk: ""Jadi Oktober nanti di Kantor Komnas HAM & di gedung MK akan dipasang foto Prabowo & Gibran sebagai Presiden & Wakil Presiden?""  Selamat pagi, teman-teman! Semoga selalu sehat & kuat menghadapi kenyataan hidup."
"Feb 22, 2024 · 3:34 AM UTC",@p_prasetyooo,"salah satu alasan gak dukung amin. di koalisi diisi orang-orang itu lagi, sedangkan di masyarakat bawah masih ada yang meributkan bacaan qur'an, imam sholat, dll yang masih berbau agama Islam."
"Feb 20, 2024 · 4:24 PM UTC",@wahyusetiowib18,"betuul.. saya penghasilan 3hari 20rb,cuma bisa beli beras gak bisa beli lauk pauknya,jadi cuma makan nasi saja pak... ,mau sampai kapan harga beras terus naik,belum lagi lauk pauk yang ikut-ikutan naik"
"Feb 19, 2024 · 2:15 PM UTC",@dekade_08,Terima kasih atas ucapannya bapak Perdana Menteri India.  #prabowo #gibran #prabowogibran #indonesiamaju #bersamaindonesiamaju #dekade08 #mendingprabowo #terusmajubersamaprabowo
"Feb 22, 2024 · 3:34 AM UTC",@KurniaWan287311,"Trus kl pilih mkn gratis,hrg beras bakal gk mahal? Hrg mahal mngkn sdh wajar kl mau lebaran/puasa..ato bs jg krn bansos dikluarkan buat pemilu..jd gk ada hubungannya dgn pak anis,pak prabowo,pak ganjar..krn penguasa msh jokowowwww"
"Feb 22, 2024 · 3:34 AM UTC",@gungsed,Buzzernya prabowo spam timeline mulu anjrit. Mau psyops apa gmn ini?
"Feb 22, 2024 · 3:34 AM UTC",@uposishitzu,"Bila Kritik langsung dicap benci, itulah kenapa sebabnya prabowo menang"
"Feb 22, 2024 · 3:34 AM UTC",@SutiarsaE318,"Kalau gua hitung partai yang gak dukung prabowo,itu jumlah nya 50% lebih,di mulai dari suara pdi p,pkb,nasdem,pks,ppp,perindro sama partai umat,itu kalau di gabung 50% lebih,tapi aneh nya suara prabowo itu ko bisa 50% lebih"
"Feb 22, 2024 · 3:34 AM UTC",@RayhanDama,Udah tau siapa pemenang nya tapi anis seakakan akan pemilu ini ada kecurangan
"Feb 21, 2024 · 11:22 PM UTC",@BramantioAb,"Mereka yang jadi pendukung Prabowo sekarang adalah pendukung jkw , soalnya pendukung jkw udah pada pindah ke Prabowo itu  membawa tabiat mereka ketika idolanya terpilih : anti kritik , sok tahu segala bidang , diajak debat atau diskusi malah kabur , dan tentunya mendewakan"
"Feb 22, 2024 · 3:34 AM UTC",@hanifraffi32,ntah di taruh dimana pirkiran warasnya..
"Feb 22, 2024 · 3:34 AM UTC",@_riskyk,🫣😂😂
"Feb 20, 2024 · 8:41 AM UTC",@soke_bob37051,"Ane gak aneh kalo beras mahal dan langka n import jg coz do'i dah gak nepatin janji kampanye 2014, 1 juta ha sawah baru...ya namanya jg janji, mending pelihara kemiskinan spy BS dibeli suaranya 😂"
"Feb 21, 2024 · 12:19 PM UTC",@LexWu_13,"Sekiranya pak menteri, kepala BPN @AgusYudhoyono berkenan mengembalikan Hutan ini ke Masyarakat ulayat. Agar kegagalan foodestate pak @prabowo tidak terlalu menyakitan masyarakat. Karena seharusnya urusan Food estate ada menteri pertanian, bukan Menhan.  Mohon sy jgn di kirimkan Mayor Teddy.. untuk dorong2 dan intimidasi di pojokan 😭"
"Feb 22, 2024 · 3:34 AM UTC",@ronavioleta,"Kalau @jokowi mah diem aja. @prabowo lebih parah, bilang disana itu rebutan tanah dan rakyat gaza lemah 🤬  Presiden Brazil menggambarkan serangan Israel di Gaza sebagai genosida, serta menyamakan peristiwa itu dengan tindakan Holokaus oleh pemimpin Nazi Adolf Hitler."
"Feb 21, 2024 · 3:40 PM UTC",@tukangarit_,"6 bulan kan lumayan, kalau 1 bulan 1 M, dapat deh 6M. Kan buat latihan, nanti klu Prabowo di nyatakan menang bisa jadi di angkat jadi Menkeu 😝.   Syirik aja Luh🤸"
"Feb 20, 2024 · 4:54 AM UTC",@Elsia_CChaidir,"Karier politik GP setelah pilpres ini hanya tersisa sbg kader partai. Ikut Pilgub tidak boleh krn sdh 2x Gub, menjadi caleg DPR hrs tunggu 5 thn lagi; kecuali diangkat menteri oleh Prabowo, but no way lah! Dari somebody menjadi nobody itu mmg perih. Jadi legowo is the best! 😇"
"Feb 20, 2024 · 3:22 PM UTC",@H4T14K4LN4L42,Viralkan.....  Ditemukan di lebak banten  Kecurangan tersetruktur sistimatis masiv komesioner @KPU_ID @bawaslu_RI @Bawaslu  Dan petugas KPPS  Memenangkan 02 @prabowo @jokowi
"Feb 21, 2024 · 3:04 PM UTC",@Aryprasetyo85,"Noda Satu Putaran....  ""Kekuasaan: Kunci Prabowo Subianto Menang Pemilu Satu Putaran""  Usai sudah Pemilu 2024 yang menegangkan ini. Menurut perhitungan cepat, Prabowo Subianto dan Gibran Rakabuming Raka unggul lebih dari 56 persen. Suara mereka juga unggul di hampir seluruh provinsi. Artinya, pasangan calon presiden dan wakil presiden nomor urut 02 ini menang satu putaran. Kendati masih harus menunggu angka resmi Komisi Pemilihan Umum, hitung cepat biasanya tak jauh berbeda.  Kemenangan Prabowo-Gibran tak lepas dari politik kekuasaan untuk mempengaruhi pemilih. Jokowi memanfaatkan kekuasaannya untuk mengerahkan aparat hukum dan penyelenggara negara demi kepentingan pemenangan pasangan itu. Di Jawa Tengah, seorang wali kota meminta para camat dan lurah mengerahkan dukungan untuk pasangan Prabowo-Gibran. Komisi Pemberantasan Korupsi sebelumnya telah memeriksa anak buahnya dengan tuduhan melakukan korupsi.  Aparat juga menekan pejabat daerah agar memerintahkan kepala desa mengarahkan warganya memenangkan Prabowo-Gibran. Warga yang memilih kandidat nomor urut dua diberi amplop berisi uang. Kepala desa yang membangkang diancam dengan proses hukum atas dugaan korupsi dana desa.   Aparat juga menekan pejabat daerah agar memerintahkan kepala desa mengarahkan warganya memenangkan Prabowo-Gibran. Warga yang memilih kandidat nomor urut dua diberi amplop berisi uang. Kepala desa yang membangkang diancam dengan proses hukum atas dugaan korupsi dana desa.  Ancang-ancang mengerahkan penyelenggara negara diambil sejak pemerintah melantik 20 penjabat gubernur serta 178 penjabat bupati dan wali kota secara bertahap pada akhir 2022 hingga November 2023. Seleksi penjabat kepala daerah itu tidak mempertimbangkan usulan dewan perwakilan rakyat daerah. Lewat penjabat kepala daerah, rezim Jokowi menginstruksikan kepala dinas membantu pemenangan Prabowo-Gibran.  Cawe-cawe penjabat daerah dan intimidasi aparat membuat perolehan suara Ganjar Pranowo-Mahfud Md. gembos di kandang Partai Demokrasi Indonesia Perjuangan. Apalagi Jokowi juga rajin membagikan bantuan sosial di daerah yang menjadi basis suara partai banteng. Pada saat yang sama PDIP terlambat memanaskan mesin partai yang, kebanyakan, lebih sibuk dengan usaha mendapatkan kursi badan legislatif.  Pengaruh kekuasaan dapat berdampak pada hasil pemilu secara signifikan. Intimidasi yang berlangsung secara sistematis meningkatkan peluang terpilihnya calon yang didukung penguasa.  Itu sebabnya sistem pemilu—berisi seperangkat aturan yang menentukan siapa yang dapat menjadi kandidat dan bagaimana proses pemilu dilaksanakan—berperan dalam menyeimbangkan politik kekuasaan. Di Indonesia, sistem pemilu diobrak-abrik untuk kepentingan penguasa. Pada Oktober 2023, Mahkamah Konstitusi mengakali hukum agar Gibran yang belum cukup umur bisa menjadi calon wakil presiden.  Dengan sistem yang didesain sedemikian rupa hanya untuk memenangkan kandidat yang disokong penguasa, Pemilu 2024 adalah pemilu yang paling mirip dengan pemilu Orde Baru yang selalu memenangkan Soeharto. Sementara Soeharto menggunakan jalur ABG—ABRI, birokrasi, dan Golkar—kini Jokowi memakai jalur aparat, birokrasi, dan partai politik.  Masalahnya, Badan Pengawas Pemilu (Bawaslu) tidak pernah serius mengusut kecurangan berjenjang itu. Boleh dipastikan Mahkamah Konstitusi juga akan menolak permohonan perselisihan hasil pemilihan dengan dalih perbedaan suara yang dipersoalkan tidak signifikan.  Dengan aneka tindakan politik kekuasaan untuk merekayasa hasil pemilu itu, sistem pemungutan suara perlu dibongkar. Masyarakat sipil semestinya terus berkonsolidasi untuk mendesak para politikus yang berwenang menyusun kebijakan agar mereformasi desain pemilihan umum. Sebab, kualitas demokrasi tidak semata-mata diukur dari deretan angka pemilih, juga dari prosesnya."
"Feb 20, 2024 · 8:38 AM UTC",@LexWu_13,"Pak @jokowi yg baik hati, kmrn byk bansos mendekat pilpres, kini beras mahal pak.. gk ada bansos pak? Kasihan masyarakat bapak. KIM kmrn ksh banyak susu dan makan siang, kok skrg ilang? Padahal beras lg mahal.  Pak @prabowo sekiranya di kala beras lg mahal, bapak berkenan mengajarkan ilmu bapak.. menanam singkong tumbuh jagung polybay. Sekiranya masyarakat jg bs belajar, menanam jagung tumbuh padi dan panen kayu."
"Feb 22, 2024 · 3:33 AM UTC",@talrking,"Kalah dekingan bre, nikmir dekingannya THE Prabowo. Ya gimana yaa"
"Feb 22, 2024 · 3:33 AM UTC",@kelixmann,Kocheng
"Feb 22, 2024 · 3:33 AM UTC",@djathilan,Komplotan sebagai kata pengganti
"Feb 22, 2024 · 3:33 AM UTC",@MNurrofiq7,"Gimana gak pesimis, wong dari awal Pak Prabowo ngomong baka import 1,5 juta sapi kok."
"Feb 22, 2024 · 3:33 AM UTC",@islixieti,beneran mereka ngomong liat nya di tiktok jadi pilih prabowo
"Feb 21, 2024 · 11:26 AM UTC",@dekade_08,Bang Fahri kembali ngasih paham nih guys.  #prabowo #gibran #prabowogibran #debatcapres #rakyat #indonesiamaju #bersamaindonesiamaju #dekade08 #mendingprabowo #terusmajubersamaprabowo
"Feb 20, 2024 · 11:20 AM UTC",@Ujikz1987,Penah di Baret merah wak
"Feb 22, 2024 · 3:29 AM UTC",@Dyananjani89,Capres2 ke depan Kl orang2 di kelompok ini Masih ada dan mendukung mrk. Makanya KUBURLAH CITA2MU U/ JD PRESIDEN DI NEG INI 🤣😂
"Feb 22, 2024 · 3:33 AM UTC",@Adzanayasmin,Mgkin may ted sadar pak prabowo sudah sepuh... harus ekstra safety.. kepepet dikit bisa roboh pak prabowo...
"Feb 22, 2024 · 3:33 AM UTC",@NoptesaWit29267,Semoga di pemerintahan prabowo sampean tetep masuk di kabinetnya nggih mas.... Sumonggo....
"Feb 21, 2024 · 7:43 AM UTC",@Elsia_CChaidir,"Kasih tau Mr. Din Syamsuddin provokator, silakan buktikan di Bawaslu, MK. Tidak usah songong 100 tokoh; 1 rakyat = 1 suara. Kita 58.8% atau 121 juta rakyat sudah memilih Prabowo Gibran! Apa mau diajak gelut? 👊😂"
"Feb 22, 2024 · 3:32 AM UTC",@djathilan,@aniesbaswedan sama @cakimiNOW  malu nggak ya didukung yg modelan gini?   Atau malah bangga?
"Feb 22, 2024 · 3:32 AM UTC",@eabprs,Zetsu putih 🗿🗿
"Feb 22, 2024 · 3:27 AM UTC",@Penyuka_ombak,"Iya... gue juga udah  eneg liat kelakuan para penjilat darah yg telah diteteskan prabowo thdp aktivis 98. Kalian rela dan sanggup melakukannya demi bisa ngebuzzer yeeekannn. 😅😅😅  Jadi emang lebih baik kita ga usah berteman lagi.  Dan ini berlaku bagi semua mutualanku yg lain yg sudah mendukung PENCULIK, silahkan kalian unfoll gue rame².  🤟🦈"
"Feb 20, 2024 · 12:17 PM UTC",@Mozeya_,"Kolonel (CKM) dr. Gunawan Rusuldi, Sp.OG (K) Onk kelihatan menahan emosi, klo ga bersama barisan Presiden, Mayor Teddy dah ditabok 🤣"
"Feb 20, 2024 · 3:05 AM UTC",@cuitcuap_,"Please teman, janganlah sebar kebohongan kalkulasi CapekDiTPS GakDIHARGAI salah, baiknya cobalah melihat gimana mereka berusaha.  #DiTPSKerjaAmpePagi DiTUDUHdan DIFitnaHCURANG"
"Feb 22, 2024 · 3:32 AM UTC",@Jamal88991,"Bacot, kata siapa menang!!, emang sudah ada keputusan resmi??? Jangan jumawa dulu kisana kalem aja proses masih panjang"
"Feb 22, 2024 · 3:32 AM UTC",@suroto1985,"Pak Anies itu sebenernya baik. Cuma orang orang di belakang dia aja yang bikin Pak Anies itu jadi keliatan antagonis.  Anies mau nyapres, nyagub, atau bahkan mungkin nyaleg pun, mereka-mereka itu pasti tetap ada di belakang Pak Anies.  Stigma nya gak bakal ilang-ilang."
"Feb 22, 2024 · 3:32 AM UTC",@AndyBuhari44212,Emang rakyat mau dikasi makan gratis ? Serius nanya ! Setau saya rencana programnya Prabowo Gibran itu ngasi makan siang dan susu gratis untuk anak2 sekolah aja untuk mencegah stunting .
"Feb 22, 2024 · 3:32 AM UTC",@SeparuhAku_Babu,"Gapapalah, setidaknya prabowo bukan orang Mataram"
"Feb 22, 2024 · 3:32 AM UTC",@bakso_kanji,Permisiii...numpang lewat...
"Feb 22, 2024 · 3:32 AM UTC",@In_drael,Dari Kades Hingga Gubernur: ASN Tak Netral di Pemilu 2024 Erat dengan Politik Uang dan Pemenangan Calon Tertentu  https://www.merdekanews.co/read/27264/Dari-Kades-Hingga-Gubernur-ASN-Tak-Netral-di-Pemilu-2024-Erat-dengan-Politik-Uang-dan-Pemenangan-Calon-Tertentu #ASNTidakNetral #PjGubernur #Kades #KomnasHAM #ASN #PemiluCurang #Pemilu2024 #KPU #Bawaslu #Jokowi #Prabowo #Gibran
"Feb 22, 2024 · 3:32 AM UTC",@Proflematik,Iya bener jadi tau siapa yang penghianat sebenarnya dan kecurangan nya di wariskan
"Feb 19, 2024 · 10:53 AM UTC",@CCwithSybil,"400M? @CherylTanzil kok didengerin, dia juga bilang menurut Munir Prabowo tdk bersalah kasus HAM. Yg ada itu Anies dan Sandy sesuai presentase kekayaan masing2. Anies 400Jt dan Sandy 34,1 M. Karena mereka maju bareng2. Gerindra nyumbang 750jt *krn Sandy calon Gerindra bukan Anies"
"Feb 22, 2024 · 3:32 AM UTC",@arjuna_nande,"Inilah sejarah kasus korupsi hambalang era pak @SBYudhoyono karena masih terbilang mangkrak d'thn 2007 silam ini, kayaknya @prabowo akn niru jg sbg bangunan yg mangkrak! Coba alasan apakah bangunan tersebut itu akn d'lanjutkan atau Tidak sama sekali."
"Feb 22, 2024 · 3:32 AM UTC",@beniyanto1102,"Prabowo sang PENIPU....Kena omongannya sendiri Beginilah orang yang curang, akan ditampakkan kecurangannya oleh Allah.... Allahu Akbar https://www.facebook.com/share/r/Bs62UHYsosd9cBVm/?mibextid=0VwfS7"
"Feb 22, 2024 · 3:32 AM UTC",@rasa_cokelatt,"kalo pendukung anies masih adopsi cara yg lama, sampai kapan pun anies gak bakal pernah menang"
"Feb 22, 2024 · 3:31 AM UTC",@KAELo21s,Congratss pak
"Feb 22, 2024 · 1:32 AM UTC",@proclaro_lover,Salam bahagia sahabat 02 di manapun anda berada 🙋‍♀️😍🙋‍♂️   Semangat beraktivitas 💪🔥  Dan jaga kesehatan 🙏😇   Ayoo tetap kawal pasangan  Prabowo-Gibran sampai ke saat pelantikan RI 1 & RI 2 ✌️🇮🇩🫰   #MenujuIndonesiaEmas 🇮🇩🙏🇮🇩
"Feb 22, 2024 · 3:31 AM UTC",@putri_syahlia2,𝕐𝕘 𝕕𝕖𝕞𝕠 𝕔𝕞𝕒 𝕤𝕖𝕘𝕖𝕝𝕚𝕟𝕥𝕚𝕣 𝕠𝕣𝕘... ℕ 𝕥𝕕𝕜  𝕞𝕖𝕨𝕒𝕜𝕚𝕝𝕚 𝕞𝕒𝕤𝕪𝕒𝕣𝕒𝕜𝕒𝕥 𝕚𝕟𝕕𝕠𝕟𝕖𝕤𝕚𝕒 𝕪𝕘 𝕔𝕚𝕟𝕥𝕒 𝕕𝕒𝕞𝕒𝕚..
"Feb 22, 2024 · 3:31 AM UTC",@XueYaman,"Sebentar lg mrk jg akan dpt "" bagian"" lihat saja nanti, kemarin mrk disuruh ""tiarap"" semua alasan demi persatuan... Hahahaa"
"Feb 22, 2024 · 3:31 AM UTC",@ganjarutkri,Gibran pasti ga bakal ngapa2in deh Dan pasti akan ada konflik besar menanti antara Jokowi dan Prabowo  Yg pasti ga mau terlibat ah dukung Jokowi atau Prabowo kalau ada konflik
"Feb 22, 2024 · 3:31 AM UTC",@dul_kangidul,Terkutuk..
"Feb 22, 2024 · 3:31 AM UTC",@Mastrip10,Nanti kalau sidang kabinet duduknya dekat moeldoko mas?
"Feb 22, 2024 · 3:31 AM UTC",@Dasamuka513,Para petinggi Hti dan pecinta bokep kek gw 🤣🤣🤣
"Feb 22, 2024 · 3:31 AM UTC",@echoPiR,"2019 dia udah nyoblos ngga sih 😁 malah Prabowo itu melawan Jokowi lebih keras. terang2an menolak hasil pemilu dari awal. di awal juga udah sujud syukur duluan,klaim menang.  perkataan ""Dia maunya dia yang menang"" paling pas di alamatkan ke prabowo sejak 2004 ikut pilpres 🤣"
"Feb 22, 2024 · 3:30 AM UTC",@islixieti,"lo pada tau gak ini di kls dosen nanyain kita milih siapa waktu pemilu kemarin, trs kan kebanyakan milih prabowo dan lo pada tau alasannya apa gk sih karena fomo dan lucu katanyaa like cuyy tiktok kok dijadikan patokan"
"Feb 22, 2024 · 3:30 AM UTC",@BuchroniK,"Padahal Demokrat itu bebas masalah kan?.. yang lain berhitung dan berhati-hati sebab jika kalah di 2024, meleset masuk penjara. ( Menkominfo Budi Arie). Dan tidak ada yang menekan Demokrat kan? Semua ditekan habis-habisan untuk dukung Prabowo ( Mahpud MD)"
"Feb 20, 2024 · 12:48 PM UTC",@sosmedkeras,Kayak enteng banget diangkat Pak Prabowo 🫡🫡.  Lateral raise adalah gerakan latihan yang dirancang untuk melatih otot deltoid atau otot bahu samping.  [📸tt/ErickThohir]
"Feb 22, 2024 · 3:30 AM UTC",@matanya_bintang,Group Si Komo
"Feb 22, 2024 · 3:30 AM UTC",@nic04722,"Sekedar cucoklogi... Sebenarnya Prabowo itu dari lalu² udah jadi presiden, cuma karena identik dengan sebutan koslap dia ngalah utk jadi presiden ke 08 🤭🤭🤭"
"Feb 22, 2024 · 3:30 AM UTC",@rahadi_tony,SAYA SIAP BAKAR KPU DAN ISTANA
"Feb 22, 2024 · 3:30 AM UTC",@gieznugraha,"Betul tum, giliran disuruh buktikan sesuai UU malah ngeles sana sini.  Maunya cuma lempar isu terus dipublik."
"Feb 22, 2024 · 3:30 AM UTC",@AlfianLombok,"""Be kind whenever possible "" ya Mbak... tolong dijaga jari dan mulutnya"
"Feb 20, 2024 · 11:05 AM UTC",@Fayalet,"Makan gratis, mana makan gratisnya pak penculik @prabowo"
"Feb 22, 2024 · 3:30 AM UTC",@HasaniHasanudin,"Twiter IG benderax unggu google bendera merah putih,gue mau tanyak sama TNI,polri, KPK, mau pilih jalan terang Indonesia maju,,pilih jalan sesat berpolitik, anis cak imin prabowo, gibran,ganjar,mereka palsu,dalam bahasa kasar boneka IMF🤣😂😅😃😆😄anda boneka apa manusia😂🤣😅😅"
"Feb 22, 2024 · 1:46 AM UTC",@PartaiSocmed,Hallo @mardigu024 dimana letak fitnahnya? Dan yg menyampaikan fakta tentang dirimu itu pendukung 01 dan 03 atau kami yg mendukung 02?  Tidak malu mendadak ngaku2 mendukung 02 padahal selama kampanye nyerang Prabowo-Gibran terus?
"Feb 12, 2024 · 4:29 AM UTC",@bumnbersatu,Mudah2an kali ini kepilih @prabowo  ya.. Mba Inayah .. Doakan dong
"Feb 22, 2024 · 3:30 AM UTC",@finindonesia,"Bocoran Nama-Nama Kabinet Prabowo-Gibran Tersebar, TKN Pastikan Hoaks: Itu Hanya Prediksi  https://fin.co.id/read/170508/bocoran-nama-nama-kabinet-prabowo-gibran-tersebar-tkn-pastikan-hoaks-itu-hanya-prediksi"
"Feb 22, 2024 · 3:30 AM UTC",@lelakimusaja,Pemenang sejatinya adalah @PDemokrat dan @AgusYudhoyono nya Ketika dia disepelekan oleh Anies dan Nasdem dgn tegas dia keluar dan menentukan sikap untuk melawan dan bergabung dgn Prabowo Pilihan cerdas dan membuang ego pernah berseberangan dgn Jokowi. Selamat @PDemokrat  dan AHY
"Feb 22, 2024 · 3:17 AM UTC",@PartaiSocmed,Banyak yg tidak tahu Dito ini punya peran besar dibalik layar bagi pemenangan Prabowo-Gibran   https://news.detik.com/berita/d-7205665/dito-ariotedjo-temui-menpora-rusia-di-kazan-titip-surat-prabowo-untuk-putin
"Feb 22, 2024 · 3:30 AM UTC",@bogdanSuck,Gmn caranya memobilisasi pemilih untuk milih Prabowo? Ada ada aja ekwkwk
"Feb 22, 2024 · 3:29 AM UTC",@AbdullahArifly,"Adem ayem pak,. Krn ada pak Prabowo.. aman itu,.. bapak gak usah banyak menghayal atau banyak membayang2 kan yg blm tentu terjadi.. yang harus nya bapak bayangkan capres bapak kalah ini gimana?? AA ADUH AA.."
"Feb 22, 2024 · 3:28 AM UTC",@PartaiSocmed,Group echo chamber
"Feb 22, 2024 · 3:29 AM UTC",@HotelBrongto,Pekerjaan itu termasuk privasi dul
"Feb 21, 2024 · 4:26 AM UTC",@Ryan_Fighter7,"Setelah dipeluk, dicium, & dipuji-puji,  Mas AHY justru dihianati oleh Anies Baswedan 4 bln yg lalu. Kini Mas AHY di rangkul oleh pak Jokowi, untuk memisahkan gandum dari lalang. 1 hal menarik untuk selalu diingat, pak Prabowo pernah berhasil mendaur ulang Sampah jdi Gubernur. 😁"
"Feb 22, 2024 · 3:27 AM UTC",@NyaiiBubu,"Pak Prabowo dapat congrats dari Sheikh Mohammed bin Zayed Al Nahyan dari Uni Emirat Arab lewat telepon kemaren.  Panggil Pak Prabs aja My Brother hehehe.  Kaum 17 % dan 24 % pasti gak mau lihat, makanya belajar attitude jangan kemlinthi. 🥰"
"Feb 22, 2024 · 3:29 AM UTC",@rizkiaan25,"Gw masih yakin prabowo menang, walau gw dukung anis. Tapi bisa bisanya bilang sejarah demokrasi tapi nuduh anis pemecah belah itu dasarnya apa? Apakah dia beneran tau sejarah kebelakang? Pen gw toyor kepalanya sambil teriak ""dek belajar lagi ya"""
"Feb 22, 2024 · 3:29 AM UTC",@RoediAlam,Ini mayor Teddy kalau pak Prabowo jadi presiden apakah pangkatnya langsung naik jadi kolonel ?
"Feb 22, 2024 · 3:29 AM UTC",@JunizarT,"Apakah setelah Prabowo dilantik jadi presiden, kelompok ini masih terus menuntut Pak Jokowi?"
"Feb 22, 2024 · 3:29 AM UTC",@geloraco,Prabowo Bakal Disetir Jokowi? Dasco: Tak Akan Ada Matahari Kembar https://www.gelora.co/2024/02/prabowo-bakal-disetir-jokowi-dasco-tak.html
"Feb 22, 2024 · 12:22 AM UTC",@Ndons_Back,"Prabowo Terima Ucapan Selamat dari Presiden Uni Emirat Arab Mohamed Bin Zayed atau MBZ via Telepon, Disapa dengan Panggilan ‘My Brother’ https://www.viva.co.id/berita/politik/1689710-prabowo-terima-ucapan-selamat-dari-mbz-via-telepon-disapa-dengan-panggilan-lsquo-my-brother-rsquo"
"Feb 22, 2024 · 3:29 AM UTC",@SriWahy76208951,"Semoga di kabinet pak Prabowo nti mas AHY jadi Menhan,,, meneruskan tugas pendahulunya proyek food estate 😁"
"Feb 20, 2024 · 3:21 PM UTC",@yaniarsim,"Mayor Teddy ajudan @prabowo menegur Kolonel Dr Gunawan Rusuldi yg sedang menjelaskan ttg RSPPN Pang Soedirman & 25 RS milik TNI di Bintaro, Senin 19/2/2024.  Mayor tegur Kolonel 🤭 Orang"" dilingkaran paslon 02 memang gak punya etika."
"Feb 22, 2024 · 3:29 AM UTC",@amir_coll,Mengapa mereka pindah dukungan cak med.
"Feb 20, 2024 · 7:43 AM UTC",@IFnubia,"Saatnya kembali menggiling gabah demi mengamankan persediaan beras.  Stok gabah kami masih banyak. Masih cukup hingga 70 tahun mendatang tanpa perlu membeli dengan harga fluktuatif, antri seperti PD I, atau impor dari negara lain.  Kualitas berasnya selalu super premium."
"Feb 22, 2024 · 3:28 AM UTC",@Lampung__01,Real Jokowi effect
"Feb 22, 2024 · 3:28 AM UTC",@AngelaKris_,Baca ini buat pendukung  01 n 03.  Media asing aja udah menyatakan kemenangan gemilang Prabowo.  Suara gabungan 01 n 03 aja msh kalah dng suara 02.  Kok masih teriak curang.  Kalian sehat ?  https://www.cnbcindonesia.com/news/20240222083257-4-516609/media-asing-sorot-anies-ganjar-bersatu-lawan-hasil-pilpres-sebut-ini
"Feb 22, 2024 · 3:28 AM UTC",@yoedidharma,"Salah besar.  Prabowo Gibran Gak hanya menang di RSJ.  Di desa menang, di kota menang, di semua tempat menang 🏆💪"
